Year,qDef,qLen,HNum,HId,Taxon,Species,Voucher,HLen,Haccn,HspNum,hspScore,Media,State_Year,Host,Field,Latitude,Long,Lat,Clade,Genus,State
2011,ILSO_1-26h,,,HQ643932,Pythium ultimum var. ultimum voucher BR658,Pythium ultimum var. ultimum,voucher BR658,,HQ643932,,1076.45,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-26ro,,,HQ643932,Pythium ultimum var. ultimum voucher BR658,Pythium ultimum var. ultimum,voucher BR658,,HQ643932,,858.37,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-29h,932,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,932,HQ643621,,1824,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-29ra,833,1,ref|HQ643890|,Pythium ultimum var. ultimum voucher BR854,Pythium ultimum var. ultimum,voucher BR854,833,HQ643890,,1646,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-2ro,933,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,933,HQ643621,,1832,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-3,943,1,ref|HQ643595|,Pythium irregulare voucher BR900,Pythium irregulare,voucher BR900,943,HQ643595,,1858,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-30ro,902,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,902,HQ643849,,1754,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-31,948,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,948,HQ643621,,1864,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-31h,938,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,938,HQ643621,,1818,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-32h,980,1,ref|DQ091300|,Pythium rostratifingens isolate 020172,Pythium rostratifingens,isolate 020172,980,DQ091300,,1896,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade E,Pythium,Illinois
2011,ILSO_1-33,934,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,934,HQ643621,,1812,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-34,911,1,ref|HQ643850|,Pythium sylvaticum voucher BR171,Pythium sylvaticum,voucher BR171,911,HQ643850,,1796,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-36,910,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,910,HQ643848,,1790,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-38,770,1,ref|HQ643420|,Pythium aff. dissotocum voucher BR907,Pythium aff. dissotocum,voucher BR907,770,HQ643420,,1524,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade B,Pythium,Illinois
2011,ILSO_1-39,943,1,ref|HQ643649|,Pythium irregulare voucher BR1039,Pythium irregulare,voucher BR1039,943,HQ643649,,1854,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-3h,870,1,ref|HQ643478|,Pythium sp. balticum voucher CBS122649,Pythium sp. balticum,voucher CBS122649,870,HQ643478,,1706,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-3ra,925,1,ref|DQ091302|,Pythium ultimum isolate 030141,Pythium ultimum,isolate 030141,925,DQ091302,,1334,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-4,890,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,890,HQ643621,,1736,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-41,944,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,944,HQ643621,,1858,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-43,856,1,ref|HQ643566|,Pythium inflatum voucher CBS16868,Pythium inflatum,voucher CBS16868,856,HQ643566,,1556,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade B,Pythium,Illinois
2011,ILSO_1-43ra,985,1,ref|HQ643761|,Pythium rostratifingens voucher CBS115464,Pythium rostratifingens,voucher CBS115464,985,HQ643761,,1940,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade E,Pythium,Illinois
2011,ILSO_1-45,818,1,ref|HQ643410|,Pythium acanthicum voucher Lev1618,Pythium acanthicum,voucher Lev1618,818,HQ643410,,1562,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade D,Pythium,Illinois
2011,ILSO_1-45ro,808,1,ref|HQ643553|,Pythium heterothallicum voucher CBS45067,Pythium heterothallicum,voucher CBS45067,808,HQ643553,,1508,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-46ra,771,1,ref|HQ643410|,Pythium acanthicum voucher Lev1618,Pythium acanthicum,voucher Lev1618,771,HQ643410,,1468,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade D,Pythium,Illinois
2011,ILSO_1-48b,912,1,ref|HQ643613|,Pythium irregulare voucher BR967,Pythium irregulare,voucher BR967,912,HQ643613,,1696,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-49a,941,1,ref|HQ643598|,Pythium irregulare voucher Lev2151,Pythium irregulare,voucher Lev2151,941,HQ643598,,1694,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-4h,981,1,ref|HQ643764|,Pythium rostratifingens voucher BR627,Pythium rostratifingens,voucher BR627,981,HQ643764,,1928,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade E,Pythium,Illinois
2011,ILSO_1-51,802,1,ref|HQ643561|,Pythium heterothallicum voucher BR749,Pythium heterothallicum,voucher BR749,802,HQ643561,,1528,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-51b,795,1,ref|HQ643553|,Pythium heterothallicum voucher CBS45067,Pythium heterothallicum,voucher CBS45067,795,HQ643553,,1484,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-51ra,687,1,ref|HQ643553|,Pythium heterothallicum voucher CBS45067,Pythium heterothallicum,voucher CBS45067,687,HQ643553,,1328,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-5a,915,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,915,HQ643849,,1782,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-5h,881,1,ref|HQ643565|,Pythium hypogynum voucher CBS23494,Pythium hypogynum,voucher CBS23494,881,HQ643565,,1724,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade E,Pythium,Illinois
2011,ILSO_1-6,979,1,ref|DQ091300|,Pythium rostratifingens isolate 020172,Pythium rostratifingens,isolate 020172,979,DQ091300,,1910,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade E,Pythium,Illinois
2011,ILSO_1-6h,983,1,ref|DQ091300|,Pythium rostratifingens isolate 020172,Pythium rostratifingens,isolate 020172,983,DQ091300,,1906,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade E,Pythium,Illinois
2011,ILSO_1-6ra,946,1,ref|HQ643595|,Pythium irregulare voucher BR900,Pythium irregulare,voucher BR900,946,HQ643595,,1850,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-7a2,787,1,ref|HQ643933|,Pythium ultimum var. ultimum voucher BR657,Pythium ultimum var. ultimum,voucher BR657,787,HQ643933,,1392,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-7ro1,915,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,915,HQ643849,,1790,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade F,Pythium,Illinois
2011,ILSO_1-7ro2,870,1,ref|HQ643933|,Pythium ultimum var. ultimum voucher BR657,Pythium ultimum var. ultimum,voucher BR657,870,HQ643933,,1580,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade I,Pythium,Illinois
2011,ILSO_1-93,804,1,ref|HQ643566|,Pythium inflatum voucher CBS16868,Pythium inflatum,voucher CBS16868,804,HQ643566,,1492,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade B,Pythium,Illinois
2011,ILSO_1-9ra,978,1,ref|DQ091300|,Pythium rostratifingens isolate 020172,Pythium rostratifingens,isolate 020172,978,DQ091300,,1918,C,ILSO,SO,ILSO_1,South,0,0,Pythium Clade E,Pythium,Illinois
2011,ILSO_2-12c,788,1,ref|HQ643845|,Pythium sylvaticum voucher CBS45367,Pythium sylvaticum,voucher CBS45367,788,HQ643845,,1546,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium Clade F,Pythium,Illinois
2011,ILSO_2-18b,888,1,ref|HQ643680|,Pythium longisporangium voucher CBS122646,Pythium longisporangium,voucher CBS122646,888,HQ643680,,1630,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium Clade E,Pythium,Illinois
2011,ILSO_2-19b,897,1,ref|HQ643680|,Pythium longisporangium voucher CBS122646,Pythium longisporangium,voucher CBS122646,897,HQ643680,,1628,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium Clade E,Pythium,Illinois
2011,ILSO_2-20c,,,HQ643823,Pythium sp. CAL_2011f voucher BR613,Pythium sp.,voucher BR613,,HQ643823,,1621.36,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium sp.,Pythium,Illinois
2011,ILSO_2-22a,,,HQ643553,Pythium heterothallicum voucher CBS45067,Pythium heterothallicum,voucher CBS45067,,HQ643553,,1195.85,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium Clade I,Pythium,Illinois
2011,ILSO_2-25a,,,HQ643823,Pythium sp. CAL_2011f voucher BR613,Pythium sp.,voucher BR613,,HQ643823,,1590.85,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium sp.,Pythium,Illinois
2011,ILSO_2-27a,781,1,ref|DQ091298|,Pythium heterothallicum isolate 090014,Pythium heterothallicum,isolate 090014,781,DQ091298,,1550,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium Clade I,Pythium,Illinois
2011,ILSO_2-2c,913,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,913,HQ643849,,1800,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium Clade F,Pythium,Illinois
2011,ILSO_2-41ra,941,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,941,HQ643621,,1854,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium Clade F,Pythium,Illinois
2011,ILSO_2-6a,827,1,ref|HQ643553|,Pythium heterothallicum voucher CBS45067,Pythium heterothallicum,voucher CBS45067,827,HQ643553,,1606,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium Clade I,Pythium,Illinois
2011,ILSO_2-8c,832,1,ref|DQ091298|,Pythium heterothallicum isolate 090014,Pythium heterothallicum,isolate 090014,832,DQ091298,,1544,C,ILSO,SO,ILSO_2,South,-90.647362,40.911427,Pythium Clade I,Pythium,Illinois
2011,ILSO_3-10b,920,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,920,HQ643848,,1804,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-13b,912,1,ref|HQ643850|,Pythium sylvaticum voucher BR171,Pythium sylvaticum,voucher BR171,912,HQ643850,,1786,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-16,915,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,915,HQ643848,,1798,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-16b,919,1,ref|HQ643845|,Pythium sylvaticum voucher CBS45367,Pythium sylvaticum,voucher CBS45367,919,HQ643845,,1806,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-19b,837,1,ref|HQ643868|,Pythium ultimum voucher DAOM232337,Pythium ultimum,voucher DAOM232337,837,HQ643868,,1650,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade I,Pythium,Illinois
2011,ILSO_3-1a,913,1,ref|HQ643845|,Pythium sylvaticum voucher CBS45367,Pythium sylvaticum,voucher CBS45367,913,HQ643845,,1804,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-21a,843,1,ref|HQ643879|,Pythium ultimum var. sporangiiferum voucher CBS21965,Pythium ultimum var. sporangiiferum,voucher CBS21965,843,HQ643879,,1542,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade I,Pythium,Illinois
2011,ILSO_3-21a_1,824,1,ref|HQ643868|,Pythium ultimum voucher DAOM232337,Pythium ultimum,voucher DAOM232337,824,HQ643868,,1614,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade I,Pythium,Illinois
2011,ILSO_3-21c,916,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,916,HQ643849,,1800,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-24a,,,AY286014,Pythium attrantheridium,Pythium attrantheridium,,,AY286014,,1256.29,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-24c,943,1,ref|HQ643642|,Pythium irregulare voucher BR598,Pythium irregulare,voucher BR598,943,HQ643642,,1742,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-26b,800,1,ref|HQ643699|,Pythium monospermum voucher BR1031,Pythium monospermum,voucher BR1031,800,HQ643699,,1230,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade A,Pythium,Illinois
2011,ILSO_3-34b,919,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,919,HQ643848,,1812,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-35a,919,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,919,HQ643848,,1802,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-36c,909,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,909,HQ643848,,1786,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-37b,916,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,916,HQ643848,,1794,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-40a,915,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,915,HQ643849,,1816,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-40b,915,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,915,HQ643849,,1806,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-45b,814,1,ref|HQ643717|,Pythium oopapillum voucher Lev1619,Pythium oopapillum,voucher Lev1619,814,HQ643717,,1536,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade B,Pythium,Illinois
2011,ILSO_3-45c,786,1,ref|HQ643717|,Pythium oopapillum voucher Lev1619,Pythium oopapillum,voucher Lev1619,786,HQ643717,,1546,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade B,Pythium,Illinois
2011,ILSO_3-46b,943,1,ref|HQ643649|,Pythium irregulare voucher BR1039,Pythium irregulare,voucher BR1039,943,HQ643649,,1848,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-48b,990,1,ref|DQ091300|,Pythium rostratifingens isolate 020172,Pythium rostratifingens,isolate 020172,990,DQ091300,,1938,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade E,Pythium,Illinois
2011,ILSO_3-48c,923,1,ref|HQ643642|,Pythium irregulare voucher BR598,Pythium irregulare,voucher BR598,923,HQ643642,,1838,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-50c,913,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,913,HQ643848,,1812,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-51b,941,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,941,HQ643621,,1854,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-51c,943,1,ref|HQ643649|,Pythium irregulare voucher BR1039,Pythium irregulare,voucher BR1039,943,HQ643649,,1830,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-6a,910,1,ref|HQ643845|,Pythium sylvaticum voucher CBS45367,Pythium sylvaticum,voucher CBS45367,910,HQ643845,,1810,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-8,944,1,ref|HQ643649|,Pythium irregulare voucher BR1039,Pythium irregulare,voucher BR1039,944,HQ643649,,1854,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-8b,950,1,ref|HQ643595|,Pythium irregulare voucher BR900,Pythium irregulare,voucher BR900,950,HQ643595,,1870,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-9b,917,1,ref|HQ643845|,Pythium sylvaticum voucher CBS45367,Pythium sylvaticum,voucher CBS45367,917,HQ643845,,1804,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_3-9c,907,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,907,HQ643848,,1774,C,ILSO,SO,ILSO_3,South,-88.246117,37.710773,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-10,832,1,ref|HQ643868|,Pythium ultimum voucher DAOM232337,Pythium ultimum,voucher DAOM232337,832,HQ643868,,1616,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade I,Pythium,Illinois
2011,ILSO_4-11b,910,1,ref|HQ643850|,Pythium sylvaticum voucher BR171,Pythium sylvaticum,voucher BR171,910,HQ643850,,1750,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-12a,,,DQ091301,Pythium sylvaticum isolate 0900115,Pythium sylvaticum,isolate 0900115,,DQ091301,,1409.95,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-13a,,,HQ643848,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,,HQ643848,,911.05,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-13c,923,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,923,HQ643849,,1818,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-16a,927,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,927,HQ643849,,1756,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-17b,916,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,916,HQ643849,,1718,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-19a,906,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,906,HQ643848,,1756,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-20c,949,1,ref|HQ643621|,Pythium irregulare voucher BR870,Pythium irregulare,voucher BR870,949,HQ643621,,1864,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-21b,922,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,922,HQ643849,,1696,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-22a,830,1,ref|HQ643868|,Pythium ultimum voucher DAOM232337,Pythium ultimum,voucher DAOM232337,830,HQ643868,,1640,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade I,Pythium,Illinois
2011,ILSO_4-23c,781,1,ref|HQ643430|,Pythium aff. torulosum voucher BR897,Pythium aff. torulosum,voucher BR897,781,HQ643430,,1518,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade B,Pythium,Illinois
2011,ILSO_4-24a,773,1,ref|HQ643430|,Pythium aff. torulosum voucher BR897,Pythium aff. torulosum,voucher BR897,773,HQ643430,,1506,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade B,Pythium,Illinois
2011,ILSO_4-24c,921,1,ref|HQ643850|,Pythium sylvaticum voucher BR171,Pythium sylvaticum,voucher BR171,921,HQ643850,,1770,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-24C_1,908,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,908,HQ643849,,1788,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-25c,832,1,ref|HQ643890|,Pythium ultimum var. ultimum voucher BR854,Pythium ultimum var. ultimum,voucher BR854,832,HQ643890,,1636,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade I,Pythium,Illinois
2011,ILSO_4-26a,785,1,ref|HQ643430|,Pythium aff. torulosum voucher BR897,Pythium aff. torulosum,voucher BR897,785,HQ643430,,1550,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade B,Pythium,Illinois
2011,ILSO_4-26b,835,1,ref|HQ643868|,Pythium ultimum voucher DAOM232337,Pythium ultimum,voucher DAOM232337,835,HQ643868,,1630,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade I,Pythium,Illinois
2011,ILSO_4-26c,916,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,916,HQ643848,,1764,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-27b,910,1,ref|HQ643845|,Pythium sylvaticum voucher CBS45367,Pythium sylvaticum,voucher CBS45367,910,HQ643845,,1754,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-28c,830,1,ref|HQ643886|,Pythium ultimum var. ultimum voucher BR864,Pythium ultimum var. ultimum,voucher BR864,830,HQ643886,,1640,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade I,Pythium,Illinois
2011,ILSO_4-29a,888,1,ref|HQ643845|,Pythium sylvaticum voucher CBS45367,Pythium sylvaticum,voucher CBS45367,888,HQ643845,,1578,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-30,909,1,ref|HQ643849|,Pythium sylvaticum voucher BR179,Pythium sylvaticum,voucher BR179,909,HQ643849,,1756,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-30c,922,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,922,HQ643848,,1786,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-32b,833,1,ref|HQ643886|,Pythium ultimum var. ultimum voucher BR864,Pythium ultimum var. ultimum,voucher BR864,833,HQ643886,,1620,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade I,Pythium,Illinois
2011,ILSO_4-33c,828,1,ref|HQ643868|,Pythium ultimum voucher DAOM232337,Pythium ultimum,voucher DAOM232337,828,HQ643868,,1646,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade I,Pythium,Illinois
2011,ILSO_4-37,765,1,ref|HQ643682|,Pythium lutarium voucher CBS22288,Pythium lutarium,voucher CBS22288,765,HQ643682,,1502,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade B,Pythium,Illinois
2011,ILSO_4-39b,918,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,918,HQ643848,,1798,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-3a,904,1,ref|HQ643848|,Pythium sylvaticum voucher BR599,Pythium sylvaticum,voucher BR599,904,HQ643848,,1690,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
2011,ILSO_4-4.1h,809,1,ref|HQ643868|,Pythium ultimum voucher DAOM232337,Pythium ultimum,voucher DAOM232337,809,HQ643868,,1596,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade I,Pythium,Illinois
2011,ILSO_4-42a,805,1,ref|DQ091298|,Pythium heterothallicum isolate 090014,Pythium heterothallicum,isolate 090014,805,DQ091298,,1570,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade I,Pythium,Illinois
2011,ILSO_4-43b,796,1,ref|HQ643845|,Pythium sylvaticum voucher CBS45367,Pythium sylvaticum,voucher CBS45367,796,HQ643845,,1546,C,ILSO,SO,ILSO_4,South,-90.829399,39.566235,Pythium Clade F,Pythium,Illinois
