Set,Isolate,Rep,DI 0,DI 1,DI 2,DI 3,DI 4,General Severity,Seeds,DI,DIx100,Species,Abundance,Temp
Set_3-3,V-SDSO2_4-45,R2,0,0,3,3,4,2,10,0.775,77.5,Phytophthora rosacearum,4,13C
Set_3-3,V-SDSO2_4-45,R3,0,3,2,3,2,2,10,0.6,60,Phytophthora rosacearum,4,13C
Set_3-3,V-SDSO2_4-50,R1,7,1,2,0,0,1,10,0.125,12.5,Phytophthora aff. rosacearum,5,13C
Set_3-3,V-SDSO2_4-50,R2,6,2,2,0,0,1,10,0.15,15,Phytophthora aff. rosacearum,5,13C
Set_3-3,V-SDSO2_4-50,R3,6,1,2,1,0,1,10,0.2,20,Phytophthora aff. rosacearum,5,13C
Set_3-3,V-SDSO2_4-66,R1,7,1,1,1,0,1,10,0.15,15,Pythium carolinianum,4,13C
Set_3-3,V-SDSO2_4-66,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium carolinianum,4,13C
Set_3-3,V-SDSO2_4-66,R3,6,1,1,2,0,1,10,0.225,22.5,Pythium carolinianum,4,13C
Set_4-1,C-ARSO2_6-19,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium acrogynum,6,13C
Set_4-1,C-ARSO2_6-19,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,13C
Set_4-1,C-ARSO2_6-19,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,13C
Set_4-1,C-INSO2_2-15,R1,6,2,2,0,0,1,10,0.15,15,Pythium monospermum,4,13C
Set_4-1,C-INSO2_2-15,R2,6,1,2,1,0,1,10,0.2,20,Pythium monospermum,4,13C
Set_4-1,C-INSO2_2-15,R3,6,2,2,0,0,1,10,0.15,15,Pythium monospermum,4,13C
Set_4-1,C-KSSO2_5-20,R1,7,0,2,1,0,1,10,0.175,17.5,Pythium longandrum,7,13C
Set_4-1,C-KSSO2_5-20,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,13C
Set_4-1,C-KSSO2_5-20,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,13C
Set_4-1,C-MICO2_1-19,R1,7,1,2,0,0,1,10,0.125,12.5,Phytophthora inundata,5,13C
Set_4-1,C-MICO2_1-19,R2,6,1,2,1,0,1,10,0.2,20,Phytophthora inundata,5,13C
Set_4-1,C-MICO2_1-19,R3,6,1,3,0,0,1,10,0.175,17.5,Phytophthora inundata,5,13C
Set_4-1,C-MICO2_5-16,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,13C
Set_4-1,C-MICO2_5-16,R2,6,2,2,0,0,1,10,0.15,15,Pythium oligandrum,4,13C
Set_4-1,C-MICO2_5-16,R3,5,2,3,0,0,1,10,0.2,20,Pythium oligandrum,4,13C
Set_4-1,C-MISO2_1-11,R1,0,0,3,1,6,3,10,0.825,82.5,Pythium acrogynum,6,13C
Set_4-1,C-MISO2_1-11,R2,4,0,2,1,3,2,10,0.475,47.5,Pythium acrogynum,6,13C
Set_4-1,C-MISO2_1-11,R3,5,0,2,1,2,1,10,0.375,37.5,Pythium acrogynum,6,13C
Set_4-1,C-MISO2_5-23,R1,5,0,1,2,2,1,10,0.4,40,Pythium oligandrum,4,13C
Set_4-1,C-MISO2_5-23,R2,5,1,3,1,0,1,10,0.25,25,Pythium oligandrum,4,13C
Set_4-1,C-MISO2_5-23,R3,5,0,3,1,1,1,10,0.325,32.5,Pythium oligandrum,4,13C
Set_4-1,C-MISO2_5-4,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium contiguanum,4,13C
Set_4-1,C-MISO2_5-4,R2,7,2,1,0,0,1,10,0.1,10,Pythium contiguanum,4,13C
Set_4-1,C-MISO2_5-4,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium contiguanum,4,13C
Set_4-1,C-MISO2_6-6,R1,5,1,3,1,0,1,10,0.25,25,Pythium oligandrum,4,13C
Set_4-1,C-MISO2_6-6,R2,6,1,2,1,0,1,10,0.2,20,Pythium oligandrum,4,13C
Set_4-1,C-MISO2_6-6,R3,6,2,2,0,0,1,10,0.15,15,Pythium oligandrum,4,13C
Set_4-1,C-MNSO2_2-21,R1,6,1,1,2,0,1,10,0.225,22.5,Pythium torulosum,3,13C
Set_4-1,C-MNSO2_2-21,R2,6,1,2,1,0,1,10,0.2,20,Pythium torulosum,3,13C
Set_4-1,C-MNSO2_2-21,R3,7,0,1,1,1,1,10,0.225,22.5,Pythium torulosum,3,13C
Set_4-1,C-NESO2_6-25,R1,8,0,1,1,0,1,10,0.125,12.5,Pythium longandrum,7,13C
Set_4-1,C-NESO2_6-25,R2,7,0,2,1,0,1,10,0.175,17.5,Pythium longandrum,7,13C
Set_4-1,C-NESO2_6-25,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,13C
Set_4-1,C-SDSO2_4-9,R1,5,1,2,2,0,1,10,0.275,27.5,Pythium contiguanum,4,13C
Set_4-1,C-SDSO2_4-9,R2,3,0,1,2,4,2,10,0.6,60,Pythium contiguanum,4,13C
Set_4-1,C-SDSO2_4-9,R3,4,0,1,2,3,2,10,0.5,50,Pythium contiguanum,4,13C
Set_4-1,CONTROL,R1,9,1,0,0,0,1,10,0.025,2.5,Control,0,13C
Set_4-1,CONTROL,R2,9,1,0,0,0,1,10,0.025,2.5,Control,0,13C
Set_4-1,CONTROL,R3,10,0,0,0,0,0,10,0,0,Control,0,13C
Set_4-1,IASO_4-9,R1,0,0,2,2,6,3,10,0.85,85,Pythium aff. diclinum,4,13C
Set_4-1,IASO_4-9,R2,2,0,2,2,4,2,10,0.65,65,Pythium aff. diclinum,4,13C
Set_4-1,IASO_4-9,R3,0,1,2,2,5,3,10,0.775,77.5,Pythium aff. diclinum,4,13C
Set_4-1,ILSO_3-26b,R1,7,1,1,1,0,1,10,0.15,15,Pythium contiguanum,4,13C
Set_4-1,ILSO_3-26b,R2,7,2,1,0,0,1,10,0.1,10,Pythium contiguanum,4,13C
Set_4-1,ILSO_3-26b,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium contiguanum,4,13C
Set_4-1,INSO_2-25,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium monospermum,7,13C
Set_4-1,INSO_2-25,R2,7,2,1,0,0,1,10,0.1,10,Pythium monospermum,7,13C
Set_4-1,INSO_2-25,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium monospermum,7,13C
Set_4-1,KSSO_2-11,R1,6,2,2,0,0,1,10,0.15,15,Pythium rhizosaccharum,7,13C
Set_4-1,KSSO_2-11,R2,6,1,2,1,0,1,10,0.2,20,Pythium rhizosaccharum,7,13C
Set_4-1,KSSO_2-11,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,13C
Set_4-1,MICO_2-24,R1,7,1,1,1,0,1,10,0.15,15,Pythium longandrum,7,13C
Set_4-1,MICO_2-24,R2,6,1,1,2,0,1,10,0.225,22.5,Pythium longandrum,7,13C
Set_4-1,MICO_2-24,R3,6,1,2,0,1,1,10,0.225,22.5,Pythium longandrum,7,13C
Set_4-1,MISO_5-19h,R1,6,0,2,2,0,1,10,0.25,25,Pythium torulosum,3,13C
Set_4-1,MISO_5-19h,R2,6,0,1,1,2,1,10,0.325,32.5,Pythium torulosum,3,13C
Set_4-1,MISO_5-19h,R3,4,0,2,2,2,1,10,0.45,45,Pythium torulosum,3,13C
Set_4-1,MISO_8-29_1,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,13C
Set_4-1,MISO_8-29_1,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium torulosum,3,13C
Set_4-1,MISO_8-29_1,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium torulosum,3,13C
Set_4-1,MNSO_1-29,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,13C
Set_4-1,MNSO_1-29,R2,7,2,1,0,0,1,10,0.1,10,Pythium rhizosaccharum,7,13C
Set_4-1,MNSO_1-29,R3,7,1,1,1,0,1,10,0.15,15,Pythium rhizosaccharum,7,13C
Set_4-1,MNSO_2-41.1h,R1,7,1,2,0,0,1,10,0.125,12.5,Phytophthora inundata,5,13C
Set_4-1,MNSO_2-41.1h,R2,8,1,1,0,0,1,10,0.075,7.5,Phytophthora inundata,5,13C
Set_4-1,MNSO_2-41.1h,R3,7,1,2,0,0,1,10,0.125,12.5,Phytophthora inundata,5,13C
Set_4-1,NDSO_5-2,R1,0,0,2,1,7,4,10,0.875,87.5,Pythium aff. diclinum,4,13C
Set_4-1,NDSO_5-2,R2,0,0,2,4,4,3,10,0.8,80,Pythium aff. diclinum,4,13C
Set_4-1,NDSO_5-2,R3,0,0,3,3,4,3,10,0.775,77.5,Pythium aff. diclinum,4,13C
Set_4-1,NDSO_5-6,R1,2,0,2,2,4,2,10,0.65,65,Pythium aff. diclinum,4,13C
Set_4-1,NDSO_5-6,R2,0,0,2,2,6,3,10,0.85,85,Pythium aff. diclinum,4,13C
Set_4-1,NDSO_5-6,R3,0,0,3,3,4,2,10,0.775,77.5,Pythium aff. diclinum,4,13C
Set_4-1,NESO_4-43,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,13C
Set_4-1,NESO_4-43,R2,6,1,2,1,0,1,10,0.2,20,Pythium rhizosaccharum,7,13C
Set_4-1,NESO_4-43,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,13C
Set_4-1,V-NDSO2_3-60,R1,7,1,2,0,0,1,10,0.125,12.5,Phytophthora inundata,5,13C
Set_4-1,V-NDSO2_3-60,R2,8,1,1,0,0,1,10,0.075,7.5,Phytophthora inundata,5,13C
Set_4-1,V-NDSO2_3-60,R3,7,2,1,0,0,1,10,0.1,10,Phytophthora inundata,5,13C
Set_4-1,V-NDSO2_4-48,R1,6,1,1,2,0,1,10,0.225,22.5,Pythium acrogynum,6,13C
Set_4-1,V-NDSO2_4-48,R2,6,0,2,1,1,1,10,0.275,27.5,Pythium acrogynum,6,13C
Set_4-1,V-NDSO2_4-48,R3,6,2,2,0,0,1,10,0.15,15,Pythium acrogynum,6,13C
Set_4-1,WISO_2-12.2,R1,6,2,2,0,0,1,10,0.15,15,Pythium glomeratum,5,13C
Set_4-1,WISO_2-12.2,R2,5,1,1,2,1,1,10,0.325,32.5,Pythium glomeratum,5,13C
Set_4-1,WISO_2-12.2,R3,5,1,2,2,0,1,10,0.275,27.5,Pythium glomeratum,5,13C
Set_4-1,WISO_4-18,R1,5,1,2,2,0,1,10,0.275,27.5,Pythium glomeratum,5,13C
Set_4-1,WISO_4-18,R2,5,1,2,2,0,1,10,0.275,27.5,Pythium glomeratum,5,13C
Set_4-1,WISO_4-18,R3,6,0,2,1,1,1,10,0.275,27.5,Pythium glomeratum,5,13C
Set_4-1,WISO_4-22.1,R1,6,0,1,1,2,1,10,0.325,32.5,Pythium glomeratum,5,13C
Set_4-1,WISO_4-22.1,R2,5,0,2,3,0,1,10,0.325,32.5,Pythium glomeratum,5,13C
Set_4-1,WISO_4-22.1,R3,6,0,1,2,1,1,10,0.3,30,Pythium glomeratum,5,13C
Set_4-2,C-ARSO2_6-19,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,13C
Set_4-2,C-ARSO2_6-19,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,13C
Set_4-2,C-ARSO2_6-19,R3,7,1,1,1,0,1,10,0.15,15,Pythium acrogynum,6,13C
Set_4-2,C-INSO2_2-15,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium monospermum,4,13C
Set_4-2,C-INSO2_2-15,R2,8,2,0,0,0,1,10,0.05,5,Pythium monospermum,4,13C
Set_4-2,C-INSO2_2-15,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium monospermum,4,13C
Set_4-2,C-KSSO2_5-20,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,13C
Set_4-2,C-KSSO2_5-20,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,13C
Set_4-2,C-KSSO2_5-20,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium longandrum,7,13C
Set_4-2,C-MICO2_1-19,R1,6,1,1,2,0,1,10,0.225,22.5,Phytophthora inundata,5,13C
Set_4-2,C-MICO2_1-19,R2,6,1,2,0,1,1,10,0.225,22.5,Phytophthora inundata,5,13C
Set_4-2,C-MICO2_1-19,R3,6,0,2,1,1,1,10,0.275,27.5,Phytophthora inundata,5,13C
Set_4-2,C-MICO2_5-16,R1,5,0,2,0,3,2,10,0.4,40,Pythium oligandrum,4,13C
Set_4-2,C-MICO2_5-16,R2,6,0,2,1,1,1,10,0.275,27.5,Pythium oligandrum,4,13C
Set_4-2,C-MICO2_5-16,R3,6,0,1,2,1,1,10,0.3,30,Pythium oligandrum,4,13C
Set_4-2,C-MISO2_1-11,R1,7,1,1,1,0,1,10,0.15,15,Pythium acrogynum,6,13C
Set_4-2,C-MISO2_1-11,R2,4,0,3,2,1,1,10,0.4,40,Pythium acrogynum,6,13C
Set_4-2,C-MISO2_1-11,R3,5,1,2,2,0,1,10,0.275,27.5,Pythium acrogynum,6,13C
Set_4-2,C-MISO2_5-23,R1,6,0,1,1,2,1,10,0.325,32.5,Pythium oligandrum,4,13C
Set_4-2,C-MISO2_5-23,R2,6,2,2,0,0,1,10,0.15,15,Pythium oligandrum,4,13C
Set_4-2,C-MISO2_5-23,R3,6,2,2,0,0,1,10,0.15,15,Pythium oligandrum,4,13C
Set_4-2,C-MISO2_5-4,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium contiguanum,4,13C
Set_4-2,C-MISO2_5-4,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium contiguanum,4,13C
Set_4-2,C-MISO2_5-4,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium contiguanum,4,13C
Set_4-2,C-MISO2_6-6,R1,6,2,2,0,0,1,10,0.15,15,Pythium oligandrum,4,13C
Set_4-2,C-MISO2_6-6,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,13C
Set_4-2,C-MISO2_6-6,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,13C
Set_4-2,C-MNSO2_2-21,R1,6,0,2,1,1,1,10,0.275,27.5,Pythium torulosum,3,13C
Set_4-2,C-MNSO2_2-21,R2,6,2,2,0,0,1,10,0.15,15,Pythium torulosum,3,13C
Set_4-2,C-MNSO2_2-21,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,13C
Set_4-2,C-NESO2_6-25,R1,6,1,2,1,0,1,10,0.2,20,Pythium longandrum,7,13C
Set_4-2,C-NESO2_6-25,R2,6,1,1,2,0,1,10,0.225,22.5,Pythium longandrum,7,13C
Set_4-2,C-NESO2_6-25,R3,6,0,2,1,1,1,10,0.275,27.5,Pythium longandrum,7,13C
Set_4-2,C-SDSO2_4-9,R1,6,1,2,1,0,1,10,0.2,20,Pythium contiguanum,4,13C
Set_4-2,C-SDSO2_4-9,R2,5,1,3,1,0,1,10,0.25,25,Pythium contiguanum,4,13C
Set_4-2,C-SDSO2_4-9,R3,6,0,1,2,1,1,10,0.3,30,Pythium contiguanum,4,13C
Set_4-2,CONTROL,R1,10,0,0,0,0,0,10,0,0,Control,0,13C
Set_4-2,CONTROL,R2,10,0,0,0,0,0,10,0,0,Control,0,13C
Set_4-2,CONTROL,R3,8,1,1,0,0,1,10,0.075,7.5,Control,0,13C
Set_4-2,IASO_4-9,R1,0,0,2,3,5,3,10,0.825,82.5,Pythium aff. diclinum,4,13C
Set_4-2,IASO_4-9,R2,0,0,3,2,5,3,10,0.8,80,Pythium aff. diclinum,4,13C
Set_4-2,IASO_4-9,R3,0,1,2,3,4,2,10,0.75,75,Pythium aff. diclinum,4,13C
Set_4-2,ILSO_3-26b,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium contiguanum,4,13C
Set_4-2,ILSO_3-26b,R2,7,2,1,0,0,1,10,0.1,10,Pythium contiguanum,4,13C
Set_4-2,ILSO_3-26b,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium contiguanum,4,13C
Set_4-2,INSO_2-25,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium monospermum,7,13C
Set_4-2,INSO_2-25,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium monospermum,7,13C
Set_4-2,INSO_2-25,R3,7,2,1,0,0,1,10,0.1,10,Pythium monospermum,7,13C
Set_4-2,KSSO_2-11,R1,6,2,2,0,0,1,10,0.15,15,Pythium rhizosaccharum,7,13C
Set_4-2,KSSO_2-11,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,13C
Set_4-2,KSSO_2-11,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium rhizosaccharum,7,13C
Set_4-2,MICO_2-24,R1,6,1,2,0,1,1,10,0.225,22.5,Pythium longandrum,7,13C
Set_4-2,MICO_2-24,R2,6,1,1,2,0,1,10,0.225,22.5,Pythium longandrum,7,13C
Set_4-2,MICO_2-24,R3,7,2,1,0,0,1,10,0.1,10,Pythium longandrum,7,13C
Set_4-2,MISO_5-19h,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium torulosum,3,13C
Set_4-2,MISO_5-19h,R2,2,0,3,3,2,2,10,0.575,57.5,Pythium torulosum,3,13C
Set_4-2,MISO_5-19h,R3,4,1,2,3,0,1,10,0.35,35,Pythium torulosum,3,13C
Set_4-2,MISO_8-29_1,R1,5,1,1,0,3,2,10,0.375,37.5,Pythium torulosum,3,13C
Set_4-2,MISO_8-29_1,R2,6,0,1,2,1,1,10,0.3,30,Pythium torulosum,3,13C
Set_4-2,MISO_8-29_1,R3,6,1,2,1,0,1,10,0.2,20,Pythium torulosum,3,13C
Set_4-2,MNSO_1-29,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium rhizosaccharum,7,13C
Set_4-2,MNSO_1-29,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,13C
Set_4-2,MNSO_1-29,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,13C
Set_4-2,MNSO_2-41.1h,R1,7,0,2,1,0,1,10,0.175,17.5,Phytophthora inundata,5,13C
Set_4-2,MNSO_2-41.1h,R2,6,0,2,2,0,1,10,0.25,25,Phytophthora inundata,5,13C
Set_4-2,MNSO_2-41.1h,R3,6,0,2,1,1,1,10,0.275,27.5,Phytophthora inundata,5,13C
Set_4-2,NDSO_5-2,R1,0,1,2,3,4,2,10,0.75,75,Pythium aff. diclinum,4,13C
Set_4-2,NDSO_5-2,R2,0,0,3,3,4,2,10,0.775,77.5,Pythium aff. diclinum,4,13C
Set_4-2,NDSO_5-2,R3,0,0,1,3,6,3,10,0.875,87.5,Pythium aff. diclinum,4,13C
Set_4-2,NDSO_5-6,R1,5,0,2,1,2,1,10,0.375,37.5,Pythium aff. diclinum,4,13C
Set_4-2,NDSO_5-6,R2,0,0,2,3,5,3,10,0.825,82.5,Pythium aff. diclinum,4,13C
Set_4-2,NDSO_5-6,R3,2,2,2,1,3,2,10,0.525,52.5,Pythium aff. diclinum,4,13C
Set_4-2,NESO_4-43,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium rhizosaccharum,7,13C
Set_4-2,NESO_4-43,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium rhizosaccharum,7,13C
Set_4-2,NESO_4-43,R3,6,2,2,0,0,1,10,0.15,15,Pythium rhizosaccharum,7,13C
Set_4-2,V-NDSO2_3-60,R1,7,1,2,0,0,1,10,0.125,12.5,Phytophthora inundata,5,13C
Set_4-2,V-NDSO2_3-60,R2,8,1,1,0,0,1,10,0.075,7.5,Phytophthora inundata,5,13C
Set_4-2,V-NDSO2_3-60,R3,8,1,1,0,0,1,10,0.075,7.5,Phytophthora inundata,5,13C
Set_4-2,V-NDSO2_4-48,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,13C
Set_4-2,V-NDSO2_4-48,R2,6,1,2,1,0,1,10,0.2,20,Pythium acrogynum,6,13C
Set_4-2,V-NDSO2_4-48,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,13C
Set_4-2,WISO_2-12.2,R1,6,2,2,0,0,1,10,0.15,15,Pythium glomeratum,5,13C
Set_4-2,WISO_2-12.2,R2,6,1,2,1,0,1,10,0.2,20,Pythium glomeratum,5,13C
Set_4-2,WISO_2-12.2,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium glomeratum,5,13C
Set_4-2,WISO_4-18,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,13C
Set_4-2,WISO_4-18,R2,6,2,1,1,0,1,10,0.175,17.5,Pythium glomeratum,5,13C
Set_4-2,WISO_4-18,R3,6,1,2,1,0,1,10,0.2,20,Pythium glomeratum,5,13C
Set_4-2,WISO_4-22.1,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium glomeratum,5,13C
Set_4-2,WISO_4-22.1,R2,6,2,2,0,0,1,10,0.15,15,Pythium glomeratum,5,13C
Set_4-2,WISO_4-22.1,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium glomeratum,5,13C
Set_4-3,C-ARSO2_6-19,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium acrogynum,6,13C
Set_4-3,C-ARSO2_6-19,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium acrogynum,6,13C
Set_4-3,C-ARSO2_6-19,R3,5,1,4,0,0,1,10,0.225,22.5,Pythium acrogynum,6,13C
Set_4-3,C-INSO2_2-15,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium monospermum,4,13C
Set_4-3,C-INSO2_2-15,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium monospermum,4,13C
Set_4-3,C-INSO2_2-15,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium monospermum,4,13C
Set_4-3,C-KSSO2_5-20,R1,6,0,1,1,2,1,10,0.325,32.5,Pythium longandrum,7,13C
Set_4-3,C-KSSO2_5-20,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,13C
Set_4-3,C-KSSO2_5-20,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium longandrum,7,13C
Set_4-3,C-MICO2_1-19,R1,8,1,1,0,0,1,10,0.075,7.5,Phytophthora inundata,5,13C
Set_4-3,C-MICO2_1-19,R2,7,1,1,1,0,1,10,0.15,15,Phytophthora inundata,5,13C
Set_4-3,C-MICO2_1-19,R3,7,0,2,1,0,1,10,0.175,17.5,Phytophthora inundata,5,13C
Set_4-3,C-MICO2_5-16,R1,6,1,2,1,0,1,10,0.2,20,Pythium oligandrum,4,13C
Set_4-3,C-MICO2_5-16,R2,6,1,2,1,0,1,10,0.2,20,Pythium oligandrum,4,13C
Set_4-3,C-MICO2_5-16,R3,7,1,1,1,0,1,10,0.15,15,Pythium oligandrum,4,13C
Set_4-3,C-MISO2_1-11,R1,6,1,2,1,0,1,10,0.2,20,Pythium acrogynum,6,13C
Set_4-3,C-MISO2_1-11,R2,6,1,1,2,0,1,10,0.225,22.5,Pythium acrogynum,6,13C
Set_4-3,C-MISO2_1-11,R3,7,1,1,1,0,1,10,0.15,15,Pythium acrogynum,6,13C
Set_4-3,C-MISO2_5-23,R1,6,2,2,0,0,1,10,0.15,15,Pythium oligandrum,4,13C
Set_4-3,C-MISO2_5-23,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium oligandrum,4,13C
Set_4-3,C-MISO2_5-23,R3,6,1,1,2,0,1,10,0.225,22.5,Pythium oligandrum,4,13C
Set_4-3,C-MISO2_5-4,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium contiguanum,4,13C
Set_4-3,C-MISO2_5-4,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium contiguanum,4,13C
Set_4-3,C-MISO2_5-4,R3,7,2,1,0,0,1,10,0.1,10,Pythium contiguanum,4,13C
Set_4-3,C-MISO2_6-6,R1,7,2,1,0,0,1,10,0.1,10,Pythium oligandrum,4,13C
Set_4-3,C-MISO2_6-6,R2,7,0,2,1,0,1,10,0.175,17.5,Pythium oligandrum,4,13C
Set_4-3,C-MISO2_6-6,R3,7,1,1,1,0,1,10,0.15,15,Pythium oligandrum,4,13C
Set_4-3,C-MNSO2_2-21,R1,5,0,1,1,3,2,10,0.425,42.5,Pythium torulosum,3,13C
Set_4-3,C-MNSO2_2-21,R2,6,0,2,0,2,1,10,0.3,30,Pythium torulosum,3,13C
Set_4-3,C-MNSO2_2-21,R3,6,1,2,1,0,1,10,0.2,20,Pythium torulosum,3,13C
Set_4-3,C-NESO2_6-25,R1,6,1,3,0,0,1,10,0.175,17.5,Pythium longandrum,7,13C
Set_4-3,C-NESO2_6-25,R2,6,1,2,1,0,1,10,0.2,20,Pythium longandrum,7,13C
Set_4-3,C-NESO2_6-25,R3,6,2,1,1,0,1,10,0.175,17.5,Pythium longandrum,7,13C
Set_4-3,C-SDSO2_4-9,R1,7,0,1,0,2,1,10,0.25,25,Pythium contiguanum,4,13C
Set_4-3,C-SDSO2_4-9,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium contiguanum,4,13C
Set_4-3,C-SDSO2_4-9,R3,7,0,1,1,1,1,10,0.225,22.5,Pythium contiguanum,4,13C
Set_4-3,CONTROL,R1,9,1,0,0,0,1,10,0.025,2.5,Control,0,13C
Set_4-3,CONTROL,R2,9,1,0,0,0,1,10,0.025,2.5,Control,0,13C
Set_4-3,CONTROL,R3,8,1,1,0,0,1,10,0.075,7.5,Control,0,13C
Set_4-3,IASO_4-9,R1,0,3,1,2,4,2,10,0.675,67.5,Pythium aff. diclinum,4,13C
Set_4-3,IASO_4-9,R2,0,1,1,3,5,3,10,0.8,80,Pythium aff. diclinum,4,13C
Set_4-3,IASO_4-9,R3,0,2,1,1,6,3,10,0.775,77.5,Pythium aff. diclinum,4,13C
Set_4-3,ILSO_3-26b,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium contiguanum,4,13C
Set_4-3,ILSO_3-26b,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium contiguanum,4,13C
Set_4-3,ILSO_3-26b,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium contiguanum,4,13C
Set_4-3,INSO_2-25,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium monospermum,7,13C
Set_4-3,INSO_2-25,R2,8,0,2,0,0,1,10,0.1,10,Pythium monospermum,7,13C
Set_4-3,INSO_2-25,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium monospermum,7,13C
Set_4-3,KSSO_2-11,R1,6,1,2,1,0,1,10,0.2,20,Pythium rhizosaccharum,7,13C
Set_4-3,KSSO_2-11,R2,6,2,1,1,0,1,10,0.175,17.5,Pythium rhizosaccharum,7,13C
Set_4-3,KSSO_2-11,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium rhizosaccharum,7,13C
Set_4-3,MICO_2-24,R1,6,2,2,0,0,1,10,0.15,15,Pythium longandrum,7,13C
Set_4-3,MICO_2-24,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium longandrum,7,13C
Set_4-3,MICO_2-24,R3,6,1,3,0,0,1,10,0.175,17.5,Pythium longandrum,7,13C
Set_4-3,MISO_5-19h,R1,0,0,2,3,5,3,10,0.825,82.5,Pythium torulosum,3,13C
Set_4-3,MISO_5-19h,R2,4,0,2,2,2,2,10,0.45,45,Pythium torulosum,3,13C
Set_4-3,MISO_5-19h,R3,4,1,1,2,2,2,10,0.425,42.5,Pythium torulosum,3,13C
Set_4-3,MISO_8-29_1,R1,6,1,2,1,0,1,10,0.2,20,Pythium torulosum,3,13C
Set_4-3,MISO_8-29_1,R2,6,1,2,1,0,1,10,0.2,20,Pythium torulosum,3,13C
